Date,Close,High,Low,Open,Volume
2021-05-10,333.7466125488281,338.63699936872405,331.07071182492035,332.6393413417576,41739324
2021-05-11,336.4686279296875,338.0833821014484,327.33373853268404,329.27144917061275,41892770
2021-05-12,339.28289794921875,344.63464285305236,333.9311248863098,334.76156417703226,53436590
2021-05-14,332.59320068359375,343.71192414741705,331.7627332389305,341.4051327101861,51722170
2021-05-17,353.4927062988281,355.4304166328113,335.5458586270196,336.23789602065114,106555796
2021-05-18,352.70843505859375,362.2124051712965,350.67844719030916,359.8594890068059,70917710
2021-05-19,354.6922607421875,359.3981211047713,351.73958447322957,352.47774650069994,48189573
2021-05-20,354.8306884765625,357.8295176903335,352.4777722032351,357.0913556090366,42898608
2021-05-21,370.19390869140625,373.1465848960827,348.78687245189263,359.8594715773495,192810772
2021-05-24,380.2053527832031,386.8027988098804,373.9770159131239,384.7728110848912,142964052
2021-05-25,380.4822082519531,383.3887600064684,376.9297435924003,383.0196789860513,56048127
2021-05-26,381.5894470214844,386.38758471017263,379.05197631592506,381.8201261765352,52357719
2021-05-27,392.339111328125,395.9377004523106,380.15924089033814,381.7278703809433,73392997
2021-05-28,389.4324951171875,400.13601235667306,387.5870620813822,397.2294609570944,65137568
2021-05-31,391.5548095703125,393.07728638576594,385.69555330809897,388.46370321222406,38291043
2021-06-01,399.12103271484375,401.70465595207486,392.70816958335416,393.1233751356966,59299647
2021-06-02,403.45782470703125,404.1037375768247,395.98381477532604,397.506291500896,38657806
2021-06-03,409.4177551269531,411.55961421151557,403.6906614613134,406.9499862943344,38909199
2021-06-04,403.7837829589844,411.51302747554973,402.0609913250829,407.4155963050927,36898769
2021-06-07,402.526611328125,407.32246926106285,401.1763082625826,405.1806386250888,20201197
2021-06-08,397.8238830566406,402.75942065894253,394.8439175939691,402.52661174526685,31113823
2021-06-09,392.46923828125,402.57312137591043,389.4427227100807,398.1032020538051,27784834
2021-06-10,402.526611328125,403.5043973969269,393.3539344549972,395.6820235893415,27397712
2021-06-11,400.0588073730469,405.5530915634597,396.0079269514609,404.947794125534,26831924
2021-06-14,400.75726318359375,402.7128637105549,388.04590238693095,397.6376181071387,30106015
2021-06-15,399.9656982421875,403.0387644163562,398.56884481410066,399.6863389241924,16413658
2021-06-16,396.6598205566406,402.9922113547311,395.77513535704384,398.5688421948583,19701175
2021-06-17,391.35174560546875,396.6597996856452,387.9527414821173,392.05017227817336,23048331
2021-06-18,384.5071716308594,394.750763179567,374.96200677865454,394.750763179567,45748727
2021-06-21,390.88616943359375,392.05021401201424,372.9598829259185,378.40761723673774,33128978
2021-06-22,389.8617858886719,396.19420514407733,388.60461212024865,393.91266651178864,28442965
2021-06-23,390.04803466796875,395.542318994917,386.4627719432385,392.14331475681763,27564829
2021-06-24,388.5115051269531,393.6798513584784,387.6733703486039,391.4448915940095,19214547
2021-06-25,399.3138427734375,401.3625726091348,390.23429501719835,392.0502159360691,29886797
2021-06-28,397.40478515625,403.36468720530377,395.3560555054559,401.08317707774927,29370660
2021-06-29,392.5157775878906,399.4534936839337,391.6310924629538,398.1031907919887,22275961
2021-06-30,390.3739929199219,395.68201903367907,389.5358581059623,393.91267699575997,18337773
2021-07-01,391.4914245605469,394.5645189664188,388.4649089842049,391.39829532054097,16161469
2021-07-02,395.2164001464844,396.1476357869893,390.187733371569,391.39832833660284,16423811
2021-07-05,402.89910888671875,404.62190056834714,395.076734904767,397.1720151723822,16483761
2021-07-06,400.198486328125,406.48432642751965,398.75508256181166,402.0144070577941,20195278
2021-07-07,403.0853576660156,404.15627298204146,398.14979165881005,399.82603288390237,14473774
2021-07-08,395.262939453125,405.4599516455055,393.074530232971,403.0387335385064,21433043
2021-07-09,394.6111145019531,398.1032482586076,392.09676682953904,395.7751590875046,16844494
2021-07-12,398.0566711425781,400.6641194716922,395.402643981732,397.17198594927765,12886781
2021-07-13,399.59320068359375,402.1075197461188,398.8481951539509,400.43130703776876,12831125
2021-07-14,401.4090881347656,402.57313261772117,397.078848341982,399.5000665503404,12767351
2021-07-15,402.0144348144531,403.17847935767423,400.1053847121368,402.94567044903,11030732
2021-07-16,400.4313049316406,402.7593939138013,398.0566655374587,402.2937761173692,8713863
2021-07-19,398.4757080078125,399.9191402408816,390.04803718588283,394.285147803063,14426686
2021-07-20,391.95703125,397.6375737009673,390.0945601788011,397.6375737009673,14623321
2021-07-22,393.0279541015625,397.3582221618421,391.9570388985362,396.2872785397621,11799761
2021-07-23,399.4069519042969,400.3847663571468,390.65334275637986,393.8195381819172,17704661
2021-07-26,394.1920471191406,398.3826076275045,393.26081145061534,398.3826076275045,14037519
2021-07-27,400.3847351074219,403.45780104725793,394.8438722308999,394.9835518792463,24119619
2021-07-28,396.2407531738281,400.8969312369754,392.09674333000487,400.4313134306606,17636515
2021-07-29,411.1870422363281,413.0960921490173,396.24072315361906,396.7063409246574,35263606
2021-07-30,402.1075439453125,413.841118867065,401.08320746137264,411.1405411548423,35196813
2021-08-02,404.994384765625,406.67062601298704,402.1075485221602,404.8547050997758,16926025
2021-08-03,415.79669189453125,417.1004160397289,403.7837584396201,405.04093217283224,40922962
2021-08-04,425.5281066894531,435.30608021145605,411.1405057108842,417.79883437777056,129761158
2021-08-05,411.46649169921875,430.69650284514165,408.2537172292914,429.2996493224006,58595639
2021-08-06,405.6927795410156,416.2623091828245,404.15624649965514,413.18924310010345,38236066
2021-08-09,403.5975341796875,411.4199081332858,401.3625742528105,407.78809469972845,22196404
2021-08-10,397.1253967285156,406.3911730510808,392.7020280323865,404.5287020211317,27794251
2021-08-11,398.6153869628906,403.13188530387487,394.0523382095576,400.24504926187063,23827946
2021-08-12,397.77728271484375,400.8503772606362,395.77513184929956,400.431309871056,16847144
2021-08-13,401.548828125,402.5266142007799,395.7751556629993,398.19637406380787,20908992
2021-08-16,395.6354675292969,404.1562679556096,394.84391155110245,400.43132539380673,17608693
2021-08-17,392.5157775878906,396.56665784467236,386.69555550028844,395.635422310656,22957877
2021-08-18,390.8395690917969,395.16980868656,389.25645729975065,393.1210791226241,17668574
2021-08-20,378.7335510253906,388.6512050351009,377.2901187133971,386.46279556915096,25541790
2021-08-23,381.3409729003906,384.60029745509485,373.6582793071593,382.83095552349494,26559937
2021-08-24,388.8840026855469,389.9549179704905,380.130393494319,381.340988439202,19012313
2021-08-25,387.6268005371094,392.32952873155966,385.8108798336383,390.18769831843565,16410980
2021-08-26,382.5050354003906,387.20776396891415,381.80660867720064,385.99716901634065,15897679
2021-08-27,384.088134765625,385.857476722634,379.47850717586664,382.13253432090767,15090541
2021-08-30,393.63330078125,394.192019407842,385.06592186547226,385.9040282244156,20308691
2021-08-31,396.7529296875,397.637614905615,389.9083705268286,394.70422834831925,26262421
2021-09-01,400.33819580078125,402.80596456203665,395.91482651245417,398.10323594943776,18776721
2021-09-02,400.198486328125,403.6906197166776,398.33601518756365,401.7350193352773,14372717
2021-09-03,401.73504638671875,404.4356240385694,398.75510941259455,401.595366725582,14233624
2021-09-06,401.4090881347656,404.0165648280189,400.4778525484012,402.29377330943373,10694099
2021-09-07,399.59320068359375,402.01441892158664,395.86825829254474,401.4090930477971,14928735
2021-09-08,401.6884765625,405.45996932623007,397.9635342105474,399.50006724691684,22817464
2021-09-09,402.5731506347656,403.97000407682805,400.4313200578923,400.6641289649027,9662128
2021-09-13,403.0853576660156,403.97001448401227,399.3138362238505,400.52445962292666,9567921
2021-09-14,403.2250061035156,406.71713952819965,402.5265794185788,405.0874772633471,9981562
2021-09-15,413.32891845703125,414.39983369174956,401.781602932353,403.2250067157923,22181568
2021-09-16,431.81396484375,434.04892462973123,412.3045673960655,414.2601678659449,42637448
